순번;자치단체;시설유형;시설구분;시설명;건립일;운영방식;건물면적(㎡);토지면적(㎡);관리인력;연간이용인원;건립비용;자산가치 변동현황;자산가치 변동현황;자산가치 변동현황;자산가치 변동현황;자산가치 변동현황;비용;수익;순수익
167;인천미추홀구;문화시설;청소년수련회관;미추홀구청소년수련관;1956.09.01;위탁;3,808;9,457;15;110,000;13,100;13,097;22;47;13,050;40;708;22;-686
168;인천연수구;문화시설;문화예술회관;청학복합문화센터;2018.04.25;위탁;1,340;3,444;5;30,000;7,360;7,360;227;227;8,859;40;123;42;-81
169;인천남동구;문화시설;문화예술회관;남동소래아트홀;2010.12.31;위탁;9,994;9,429;18;81,363;31,281;31,281;136;2,122;29,159;40;1,698;245;-1,453
170;인천부평구;문화시설;문화예술회관;부평아트센터;2009.12.17;위탁;17,236;13,386;52;150,399;45,424;45,424;1,224;7,568;37,856;40;3,856;396;-3,460
171;인천부평구;문화시설;청소년수련회관;부평구청소년수련관;2010.12.10;위탁;4,987;2,991;22;93,102;13,155;11,772;245;1,963;9,809;40;1,106;164;-942
172;인천서구;문화시설;문화예술회관;인천서구문화회관;1995.02.11;위탁;13,872;14,304;19;90,085;14,351;14,351;130;3,079;11,272;40;531;174;-357
173;인천서구;문화시설;청소년수련회관;인천서구청소년수련관;2005.12.20;위탁;5,506;9,921;39;852,814;13,716;13,716;267;3,441;10,275;40;2,826;819;-2,006
174;인천서구;기타시설;기타시설;검단복지회관;2000.10.20;위탁;7,577;14,760;36;332,332;38,549;38,549;876;15,993;22,557;40;2,651;1,783;-868
175;광주본청;문화시설;문화예술회관;광주문화예술회관;1991.10.21;직영;47,087;88,422;57;207,254;44,776;44,776;739;19,169;25,607;40;26,780;1,015;-25,765
176;광주본청;문화시설;문화예술회관;빛고을시민문화관;2010.02.02;위탁;20,258;9,346;20;98,232;53,124;53,124;1,211;10,613;42,511;40;2,324;2,506;182
177;광주본청;체육시설;축구장;월드컵경기장;2001.09.30;위탁;69,459;470,278;19;119,105;259,535;259,535;5,607;76,394;183,141;40;2,224;2,402;178
178;광주본청;체육시설;야구장;광주기아챔피언스필드;2014.02.28;위탁;57,646;52,639;27;1,054,830;127,453;127,453;2,449;12,094;115,359;40;0;0;0
179;광주본청;체육시설;테니스장;진월국제테니스장;2015.02.28;위탁;21,782;53,776;7;77,231;55,620;55,620;1,249;5,225;50,394;40;116;175;60
180;광주본청;체육시설;체육관;광주여대시립유니버시아드체육관;2015.04.30;위탁;27,885;55,000;5;152,141;74,353;74,353;1,860;6,630;67,723;40;679;823;145
181;광주본청;체육시설;수영장;남부대국제수영장;2015.03.31;위탁;19,398;50,000;26;123,152;63,977;63,977;1,599;5,731;58,246;40;3,608;3,780;172
182;광주본청;체육시설;양궁장;광주국제양궁장;2015.06.25;위탁;2,216;45,396;2;34,357;22,768;22,768;253;913;21,854;40;346;346;1
183;광주동구;문화시설;문화예술회관;광주동구문화센터;2009.06.29;위탁;4,513;2,887;25;254,616;10,550;8,313;64;664;7,649;40;1,062;1,067;5
184;광주남구;문화시설;문화예술회관;종합문화예술회관;2003.08.28;위탁;10,321;3,723;0;0;14,266;14,266;360;5,374;8,892;40;2,446;1,885;-561
185;광주남구;체육시설;체육관;남구 다목적체육관;2016.02.15;위탁;6,161;13,062;0;808,000;18,413;18,413;365;731;16,936;40;1,402;1,542;140
186;광주북구;체육시설;수영장;우산수영장;2012.09.27;위탁;5,857;10,508;29;74,022;14,910;14,910;373;2,150;12,760;40;1,620;1,706;86
187;대전본청;문화시설;박물관;대전시립박물관;2012.04.26;직영;7,106;11,347;28;47,945;21,217;21,217;439;6,510;14,707;40;2,115;1;-2,114
188;대전본청;문화시설;문화예술회관;대전예술가의집;2015.01.27;위탁;9,133;6,344;10;79,518;22,700;22,361;559;2,236;20,124;40;1,107;324;-783
189;대전본청;문화시설;문화예술회관;대전예술의전당;2003.10.01;직영;41,965;63,000;88;215,755;99,276;98,235;1,512;30,277;67,957;80;12,429;1,873;-10,557
190;대전본청;문화시설;청소년수련회관;대전청소년위캔(We Can)센터;2014.12.15;위탁;17,168;5,014;48;244,463;48,200;17,731;159;1,914;15,816;40;2,347;2,347;0
191;대전본청;문화시설;청소년수련회관;대전평송청소년문화센터;1997.04.20;위탁;648,715;92,075;38;655,099;28,963;28,962;334;9,504;19,458;80;2,877;2,686;-192
192;대전본청;체육시설;육상경기장;한밭종합운동장;1964.01.01;위탁;62,755;124,809;52;933,177;39,105;15,847;181;7,101;8,746;40;7,541;1,488;-6,053
193;대전본청;체육시설;축구장;덕암축구센터;2014.12.19;위탁;4,134;78,555;6;17,967;21,700;6,231;156;805;5,426;40;601;41;-560
194;대전본청;체육시설;축구장;월드컵경기장;2001.09.27;위탁;101,786;172,378;20;177,060;143,900;5,622;141;2,436;3,186;40;2,454;893;-1,561
195;대전본청;체육시설;수영장;용운국제수영장;2009.08.31;위탁;17,542;67,576;31;583,898;31,263;29,647;741;6,979;22,668;40;3,494;2,026;-1,468
196;대전본청;기타시설;기타시설;대전시립연정국악원;2015.01.12;직영;10,873;6,389;37;45,682;45,000;43,331;1,083;4,239;39,092;40;5,246;154;-5,092
197;대전동구;체육시설;체육관;동구 국민체육센터;2014.04.01;위탁;4,984;4,260;13;56,320;14,005;14,005;255;1,211;12,793;40;248;73;-175
198;대전서구;체육시설;체육관;남선공원종합체육관;2002.07.01;위탁;12,123;13,672;34;1,012,229;21,522;21,522;552;9,110;12,975;40;516;82;-434
199;대전서구;체육시설;체육관;도솔다목적체육관;2002.10.07;위탁;6,147;20,295;9;65,527;12,448;12,448;0;5;7;40;633;0;-633
200;대전유성구;문화시설;청소년수련회관;유성구청소년수련관;2016.03.20;위탁;5,165;3,593;15;269,778;10,967;10,822;271;541;10,280;40;1,120;1,169;49
201;울산본청;문화시설;공립도서관;울산도서관;2018.01.24;직영;15,176;32,680;54;866,770;62,576;62,576;4,778;4,778;57,797;40;3,175;136;-3,040
202;울산본청;문화시설;박물관;울산박물관;2011.02.01;BTL;14,409;33,058;26;170,606;51,252;51,252;1,353;7,780;44,560;40;3,099;23;-3,076
203;울산본청;문화시설;문화예술회관;울산문화예술회관;1995.07.10;직영;27,079;34,486;260;506,710;43,661;43,661;1,091;26,196;17,465;40;16,790;1,639;-15,151
204;울산본청;체육시설;축구장;문수축구경기장;2001.06.30;위탁;82,780;92,500;10;203,404;151,400;151,400;3,100;77,294;148,300;40;4,076;2,956;-1,120
205;울산본청;체육시설;야구장;문수야구장;2014.03.21;위탁;15,545;62,987;3;55,551;45,000;45,000;667;2,556;44,333;40;630;213;-416
206;울산본청;체육시설;체육관;동천체육관;2000.10.26;위탁;22,755;79,287;8;290,246;48,468;48,468;181;3,116;48,287;40;2,060;887;-1,173
207;울산본청;체육시설;수영장;문수실내수영장;2005.08.27;위탁;13,120;20,030;17;865,474;24,583;24,583;614;7,591;23,969;40;3,296;2,194;-1,102
208;울산본청;체육시설;기타체육시설;울산종합운동장;2005.09.02;위탁;32,889;113,602;13;47,459;75,789;75,789;1,846;22,770;73,943;40;2,882;1,330;-1,552
209;울산본청;기타시설;기타시설;울산안전체험관;2018.07.19;직영;7,610;17,013;18;120,000;32,750;25,716;321;321;25,394;40;1,679;15;-1,664
210;울산중구;문화시설;문화예술회관;울산광역시중구문화의전당;2014.11.07;직영;7,741;3,617;15;97,199;27,528;22,249;556;2,271;25,257;40;2,678;522;-2,157
211;울산남구;체육시설;양궁장;울산문수국제양궁장;2004.08.31;위탁;2,047;103,117;4;79,618;18,919;10,621;237;3,157;7,463;40;331;169;-162
212;울산동구;체육시설;기타체육시설;전하체육센터;2015.08.28;위탁;6,146;21,559;16;410,225;16,600;16,600;415;1,345;15,255;40;999;598;-401
213;울산북구;체육시설;체육관;쇠부리체육센터;2017.08.06;위탁;5,314;9,527;18;548,029;16,351;16,351;309;428;15,923;40;1,865;982;-883
214;울산북구;체육시설;체육관;오토밸리복지센터;2009.07.14;직영;11,678;8,778;0;580,000;20,810;20,810;427;4,054;13,015;40;1,957;1,257;-700
215;울산울주군;문화시설;공립도서관;울주선바위도서관;2014.05.23;직영;7,816;4,546;42;952,345;22,290;22,290;450;2,066;20,224;40;2,151;17;-2,134
216;울산울주군;문화시설;문화예술회관;울주문화예술회관;2009.11.20;위탁;2,854;6,486;13;47,145;12,800;12,800;325;2,658;10,142;40;1,187;122;-1,065
217;울산울주군;문화시설;청소년수련회관;울주 서부청소년수련관;2009.07.30;위탁;5,523;9,509;23;272,441;12,388;12,388;311;2,592;9,796;40;1,439;897;-542
218;울산울주군;문화시설;과학관;태화강생태관;2015.11.30;직영;3,959;11,945;16;93,196;15,400;15,400;503;1,365;14,035;40;1,115;77;-1,039
219;울산울주군;체육시설;기타체육시설;간절곶 스포츠파크;2007.04.14;위탁;668;83,544;2;34,094;21,260;21,260;51;557;20,703;30;212;50;-162
220;울산울주군;체육시설;기타체육시설;서생체육공원;2004.12.01;위탁;0;48,221;1;11,100;10,500;10,500;522;5,142;5,358;25;79;10;-68
221;울산울주군;체육시설;기타체육시설;울주군국민체육센터;2016.11.11;위탁;18,703;5,073;16;240,542;14,096;14,096;352;1,053;13,043;40;2,589;1,265;-1,325
222;울산울주군;기타시설;기타시설;영남알프스 복합웰컴센터;2015.07.30;직영;3,591;103,604;28;92,181;26,818;26,818;360;1,226;25,592;40;924;699;-225
223;울산울주군;기타시설;기타시설;온산문화체육센터;2014.07.30;위탁;6,523;15,332;17;207,010;22,540;22,540;564;2,410;20,130;40;2,007;831;-1,176
224;울산울주군;기타시설;기타시설;온양문화복지센터;2008.12.15;위탁;1,462;4,867;5;87,843;12,129;12,129;323;2,730;9,399;40;821;258;-563
225;세종본청;복지시설;종합사회복지관;종촌종합복지센터;2014.11.21;위탁;15,872;10,124;27;208,593;40,200;17,619;440;1,615;16,004;40;1,223;2,529;1,306
226;세종본청;기타시설;기타시설;아름동복합커뮤니티센터;2013.11.19;직영;15,930;20,768;6;237,849;65,923;65,923;1,652;7,829;58,095;40;740;5;-736
227;세종본청;기타시설;기타시설;어진동복합커뮤니티센터;2013.08.28;직영;13,461;14,965;12;10,000;42,200;42,200;1,055;5,187;37,013;6;739;367;-373
228;경기본청;문화시설;박물관;경기도어린이박물관;2011.09.26;위탁;10,847;151,120;47;683,549;30,500;30,166;665;4,562;26,604;40;3,461;1,251;-2,211
229;경기본청;문화시설;박물관;전곡선사박물관;2011.04.25;위탁;54,878;54,875;41;278,300;48,200;33,565;1,097;5,432;43,865;40;2,972;357;-2,615
230;경기본청;문화시설;미술관;경기도미술관;2006.10.25;위탁;8,277;10,000;40;194,080;28,500;18,091;584;5,710;23,374;40;4,051;406;-3,645
231;경기본청;문화시설;미술관;백남준아트센터;2008.03.10;위탁;5,605;30,983;39;247,394;36,000;15,939;801;4,753;32,049;40;3,226;375;-2,851
232;경기수원시;문화시설;공립도서관;광교홍재도서관;2014.12.17;직영;9,824;3,057;24;553,278;22,362;22,362;559;2,236;20,126;40;1,158;32;-1,126
233;경기수원시;문화시설;공립도서관;호매실도서관;2014.12.16;직영;4,930;8,637;21;490,371;11,551;11,551;535;2,140;9,411;40;1,168;10;-1,158
234;경기수원시;문화시설;박물관;수원광교박물관;2014.03.07;직영;4,086;8,492;20;121,618;18,325;18,325;458;1,565;16,760;40;1,132;40;-1,092
235;경기수원시;문화시설;박물관;수원박물관;2008.10.01;직영;7,118;39,885;30;123,057;25,732;25,732;643;6,433;19,299;40;2,345;136;-2,209
236;경기수원시;문화시설;박물관;수원화성박물관;2009.04.27;직영;5,635;8,461;21;368,569;62,771;62,771;1,569;15,693;47,078;40;1,998;144;-1,854
237;경기수원시;문화시설;미술관;수원시립아이파크미술관;2015.06.25;직영;9,661;6,404;51;119,035;30,625;30,625;766;2,361;28,265;40;2,215;162;-2,052
238;경기수원시;문화시설;문화예술회관;장안종합구민회관;2006.03.08;위탁;14,806;31,405;49;1,427,416;27,666;27,666;692;8,300;19,366;40;3,857;2,699;-1,158
239;경기수원시;체육시설;육상경기장;수원종합운동장;1971.10.31;위탁;33,742;186,789;31;1,507,173;87,246;87,246;1,688;32,363;54,883;40;6,023;1,938;-4,085
240;경기수원시;체육시설;체육관;서수원칠보체육관;2016.02.19;위탁;18,364;61,910;12;240,659;36,752;36,752;919;2,680;34,072;40;1,453;488;-965
241;경기수원시;복지시설;종합사회복지관;영통종합사회복지관;2014.05.08;위탁;15,042;7,193;56;999,680;24,822;24,822;1,034;9,929;14,893;40;5,607;2,284;-3,323
242;경기성남시;문화시설;공립도서관;성남시 구미도서관;2008.02.12;직영;6,284;5,282;47;979,512;15,983;15,983;160;6,553;9,430;40;2,576;101;-2,475
243;경기성남시;문화시설;공립도서관;성남시 분당도서관;1999.10.27;직영;8,525;4,052;74;1,191,084;11,100;11,100;139;5,550;5,550;40;2,085;162;-1,924
244;경기성남시;문화시설;공립도서관;성남시 중원어린이도서관;2010.07.15;직영;10,560;3,602;32;228,369;21,722;21,722;500;4,301;17,421;40;1,138;115;-1,023
245;경기성남시;문화시설;공립도서관;성남시 판교도서관;2010.03.23;직영;10,271;946,887;64;915,771;45,304;45,304;1,133;10,193;35,111;40;3,019;338;-2,681
246;경기성남시;문화시설;공립도서관;평생학습원;2001.11.13;직영;23,778;58,586;79;1,385,297;39,057;39,057;797;17,576;21,481;40;5,110;1,826;-3,285
247;경기성남시;문화시설;박물관;판교박물관;2013.04.02;직영;1,449;4,892;6;56,559;10,241;6,200;155;1,020;5,180;40;774;0;-774
248;경기성남시;문화시설;문화예술회관;성남아트센터;2005.09.20;위탁;47,949;133,858;124;292,822;152,385;152,385;1,780;33,756;118,629;40;27,056;26,588;-468
249;경기성남시;문화시설;청소년수련회관;분당정자청소년수련관;2004.04.12;위탁;7,329;2,992;23;452,009;15,589;15,589;390;5,846;9,743;40;1,759;1,821;62
250;경기성남시;문화시설;청소년수련회관;분당판교청소년수련관;2010.03.23;위탁;6,617;10,552;27;417,985;38,821;38,821;971;8,735;30,086;40;2,896;3,016;120
251;경기성남시;문화시설;청소년수련회관;수정청소년수련관;1994.08.02;위탁;7,746;12,740;25;590,147;13,500;13,500;338;8,438;5,063;40;3,687;3,961;275
252;경기성남시;문화시설;청소년수련회관;중원청소년수련관;2008.01.17;위탁;14,324;14,996;25;620,061;31,100;31,100;778;8,553;22,548;40;3,246;3,403;156
253;경기성남시;체육시설;육상경기장;성남종합운동장;1986.09.01;위탁;7,023;101,864;93;1,765,791;18,980;18,980;475;15,303;3,677;40;8,257;4,213;-4,045
254;경기성남시;체육시설;육상경기장;탄천종합운동장;2001.12.10;위탁;37,163;106,359;64;4,104,618;11,045;11,045;276;4,694;6,351;40;10,203;6,769;-3,434
255;경기성남시;체육시설;체육관;산성실내배드민턴장;2014.09.14;위탁;6,160;9,057;7;81,869;10,880;10,880;272;1,156;9,724;40;612;204;-407
256;경기성남시;체육시설;체육관;탄천스포츠센터;2010.03.31;위탁;9,990;106,359;16;6,116;13,206;13,206;330;10,977;2,229;40;2,761;1,496;-1,265
257;경기성남시;복지시설;종합사회복지관;도촌종합사회복지관;2015.03.20;위탁;5,525;1,361;21;309,899;16,144;13,412;288;1,246;12,165;40;2,018;2,156;138
258;경기성남시;복지시설;종합사회복지관;판교종합사회복지관;2015.11.30;위탁;7,090;2,071;24;214,226;21,588;18,752;418;1,322;17,430;40;2,125;2,434;309
259;경기성남시;기타시설;기타시설;성남 고령친화종합체험관;2012.07.01;위탁;11,118;5,062;15;110,780;25,114;25,114;628;4,395;20,719;40;2,487;121;-2,366
260;경기고양시;문화시설;박물관;고양어린이박물관;2016.03.24;위탁;8,492;8,232;12;248,631;24,329;24,329;608;1,723;22,606;40;4,564;5,935;1,372
261;경기고양시;문화시설;문화예술회관;고양아람누리;2007.02.13;위탁;56,351;54,239;28;255,986;135,138;135,138;3,126;37,254;97,884;40;5,849;6,775;927
262;경기고양시;문화시설;문화예술회관;고양어울림누리(별따기배움터);2004.07.31;위탁;8,912;6,276;46;76,041;22,470;22,470;478;6,928;15,541;40;6,224;7,279;1,055
263;경기고양시;문화시설;문화예술회관;고양어울림누리(어울림극장);2004.07.31;위탁;8,421;12,897;10;105,615;87,773;87,773;1,866;27,064;60,710;40;6,224;7,279;1,055
264;경기고양시;체육시설;육상경기장;고양시종합운동장;2003.09.26;위탁;60,460;251,377;26;356,061;113,126;113,126;2,829;42,631;70,495;40;2,377;512;-1,865
265;경기고양시;체육시설;체육관;고양체육관;2011.06.25;위탁;39,371;53,973;40;1,079,789;99,128;99,128;2,462;18,656;80,472;40;6,140;5,312;-829
266;경기고양시;체육시설;수영장;고양어울림누리(꽃우물수영장);2005.08.31;위탁;7,346;12,394;11;1,194,568;32,723;32,723;823;11,731;20,992;40;5,693;4,581;-1,112
267;경기고양시;체육시설;빙상장;고양어울림누리(얼음마루);2005.08.31;위탁;6,367;12,650;10;393,981;31,263;31,263;782;11,333;19,930;40;2,203;1,777;-426
268;경기고양시;복지시설;종합사회복지관;고양시덕양행신종합사회복지관;2016.10.19;위탁;15,318;5,488;46;407,717;33,806;33,806;734;1,649;32,157;40;2,490;2,490;0
269;경기고양시;복지시설;종합사회복지관;덕양노인종합복지관;2008.06.12;위탁;10,527;7,574;7;1,113,988;17,310;17,310;422;4,536;12,774;40;2,697;0;-2,697
270;경기고양시;기타시설;기타시설;고양시재활스포츠센터;2010.11.01;위탁;5,853;9,594;30;273,287;12,859;12,859;313;2,605;10,254;40;2,769;2,860;90
271;경기용인시;문화시설;공립도서관;기흥도서관;2010.12.31;직영;6,607;13,200;29;599,501;16,488;16,488;412;3,332;13,156;40;1,494;39;-1,454
272;경기용인시;문화시설;공립도서관;동백도서관;2009.06.08;직영;5,560;41,236;28;640,735;13,000;13,000;325;2,600;10,400;40;1,046;11;-1,034
273;경기용인시;문화시설;공립도서관;죽전도서관;2008.12.29;직영;4,965;6,490;24;583,690;14,000;14,000;466;951;13,049;40;1,428;37;-1,391
274;경기용인시;문화시설;박물관;용인시박물관;2009.11.13;직영;1,317;3,298;17;32,128;12,007;12,007;300;2,727;9,280;40;657;0;-657
275;경기용인시;문화시설;문화예술회관;용인여성회관;2004.07.15;직영;4,438;13,647;25;65,000;38,108;26,604;337;4,547;22,057;80;3,204;633;-2,571
276;경기용인시;문화시설;청소년수련회관;용인시청소년수련관;2005.08.05;위탁;8,362;10,800;29;1,141,270;29,945;29,945;357;6,192;23,753;40;2,123;222;-1,901
277;경기용인시;체육시설;육상경기장;용인시민체육공원;2018.01.31;위탁;73,175;226,067;10;20,000;321,800;321,800;0;0;321,800;0;1,947;62;-1,884
278;경기용인시;체육시설;축구장;용인시축구센터;2004.10.22;위탁;9,782;147,707;40;31,992;31,100;31,100;609;8,623;19,394;40;5,419;5,838;419
279;경기용인시;체육시설;체육관;용인시민체육센터;2009.11.29;위탁;6,664;16,565;17;505,457;29,436;22,444;561;5,050;17,394;40;2,617;1,518;-1,099
280;경기용인시;체육시설;조정카누장;조정경기장;2011.12.30;위탁;6,287;28,655;2;15,900;19,539;19,539;270;1,913;17,626;40;174;52;-122
281;경기부천시;문화시설;박물관;한국만화박물관;2009.08.07;위탁;8,341;26,541;40;260,571;22,003;21,589;540;5,082;16,507;40;989;713;-275
282;경기부천시;문화시설;청소년수련회관;부천시소사청소년수련관;2017.06.29;직영;5,181;2,889;18;117,392;13,710;13,710;0;0;13,045;0;1,006;69;-938
283;경기부천시;체육시설;육상경기장;부천종합운동장;2001.01.31;위탁;58,236;583,905;30;347,153;116,032;116,032;593;9,420;106,612;40;4,122;1,997;-2,125
284;경기부천시;체육시설;체육관;부천체육관;1997.09.28;위탁;15,497;81,631;20;393,712;19,792;19,792;22;281;19,511;40;2,470;1,058;-1,412
285;경기부천시;체육시설;수영장;소사국민체육센터;2002.05.01;위탁;6,548;8,212;30;776,298;10,380;10,380;75;1,180;9,200;40;3,793;2,701;-1,092
286;경기부천시;체육시설;기타체육시설;오정레포츠센터;2011.04.04;위탁;9,792;17,926;25;614,984;42,000;42,000;619;4,227;37,773;40;3,055;2,520;-535
287;경기부천시;기타시설;기타시설;복사골여성청소년문화센터;1999.05.11;위탁;31,097;9,118;38;330,837;54,938;54,938;388;7,696;22,307;40;3,103;2,103;-1,000
288;경기부천시;기타시설;기타시설;송내어울마당;2015.12.21;위탁;14,693;4,302;11;620,057;30,817;30,817;655;2,020;28,798;40;608;434;-174
289;경기안산시;문화시설;문화예술회관;안산문화예술의전당;2004.06.17;위탁;44,864;78,484;54;1,178,212;97,460;72,991;2,807;34,111;63,349;40;14,443;14,250;-193
290;경기안산시;체육시설;육상경기장;와~스타디움;2006.11.30;위탁;53,691;221,951;9;91,020;107,981;98,388;2,460;29,926;68,462;40;1,645;1,122;-523
291;경기안산시;체육시설;체육관;상록수체육관;2013.06.11;위탁;9,833;123,747;9;88,680;27,500;27,198;680;3,796;23,401;40;1,098;664;-434
292;경기안양시;문화시설;공립도서관;석수도서관;2003.12.19;직영;10,652;13,713;26;954,665;17,696;17,696;442;6,673;11,023;40;2,863;129;-2,734
293;경기안양시;문화시설;박물관;김중업건축박물관;2014.03.28;위탁;4,596;16,243;9;137,247;35,308;35,308;883;4,266;31,042;40;1,791;2,032;242
294;경기안양시;문화시설;문화예술회관;안양아트센터;1989.12.05;위탁;15,609;11,909;56;104,799;44,330;44,330;1,108;32,232;12,098;40;11,318;12,171;853
295;경기안양시;문화시설;청소년수련회관;만안청소년수련관;2008.11.19;위탁;13,636;11,366;26;613,547;30,168;30,168;754;7,668;22,500;40;4,050;4,137;87
296;경기안양시;체육시설;체육관;안양체육관;2000.10.31;위탁;20,423;15,300;3;201,568;37,178;37,178;929;16,962;20,216;40;220;238;18
297;경기안양시;체육시설;체육관;호계체육관;2008.08.06;위탁;12,391;4,448;24;312,409;30,578;30,578;764;7,963;22,615;40;1,943;1,530;-413
298;경기안양시;체육시설;빙상장;빙상장;2000.10.31;위탁;25,029;8,060;10;158,872;43,662;43,662;1,092;19,921;23,741;40;441;1,035;594
299;경기안양시;복지시설;종합사회복지관;만안종합사회복지관;2016.10.19;위탁;4,433;1,677;21;618,109;16,046;16,046;401;903;15,143;40;709;0;-709
300;경기남양주시;문화시설;공립도서관;남양주시 진접푸른숲도서관;2014.03.27;직영;5,352;6,663;28;288,586;10,000;10,000;258;937;9,063;40;939;10;-929
301;경기남양주시;문화시설;공립도서관;별빛도서관;2016.06.02;직영;6,638;153,824;30;442,739;13,500;13,500;15;30;13,470;40;732;19;-713
302;경기남양주시;문화시설;박물관;남양주 유기농 테마파크;2011.09.26;위탁;5,709;43,314;18;168,036;40,956;40,956;695;3,662;37,294;40;2,282;815;-1,468
303;경기남양주시;문화시설;청소년수련회관;남양주시청소년수련관;2009.12.04;위탁;9,397;9,361;42;241,663;23,300;23,300;496;7,972;15,328;40;3,229;1,526;-1,703
304;경기남양주시;기타시설;기타시설;남양주체육문화센터;2003.02.22;위탁;4,442;41,755;57;523,442;16,566;16,566;113;1,781;14,785;40;7,229;2,813;-4,417
305;경기남양주시;기타시설;기타시설;어린이비전센터;2015.05.07;위탁;6,949;8,182;28;203,521;16,160;16,160;437;1,212;14,948;37;2,300;672;-1,629
306;경기남양주시;기타시설;기타시설;오남체육문화센터;2014.02.27;위탁;4,762;9,297;44;332,979;20,370;20,370;22;87;20,283;40;2,770;614;-2,155
307;경기남양주시;기타시설;기타시설;와부체육문화센터;2010.08.16;위탁;4,269;2,506;37;327,446;10,110;10,110;242;1,792;8,318;40;1,399;1,773;374
308;경기남양주시;기타시설;기타시설;진접체육문화센터;2011.06.25;위탁;3,869;8,421;42;301,273;11,100;11,100;268;1,766;9,334;40;2,796;1,553;-1,244
309;경기남양주시;기타시설;기타시설;호평체육문화센터;2009.09.18;위탁;6,978;57,764;54;605,364;14,170;14,170;352;2,932;11,238;40;4,064;3,054;-1,010
310;경기남양주시;기타시설;기타시설;화도체육문화센터;2015.08.31;위탁;12,693;14,633;45;486,376;33,000;33,000;32;64;32,936;40;3,240;2,575;-666
311;경기화성시;문화시설;공립도서관;동탄복합문화센터 도서관;2010.12.10;위탁;6,464;40,397;20;1,563,547;12,754;12,754;204;2,754;10,000;40;1,526;4;-1,522
312;경기화성시;문화시설;공립도서관;화성시립남양도서관;2017.09.30;직영;4,499;95,361;22;262,536;10,396;10,396;415;415;9,981;40;1,186;0;-1,186
313;경기화성시;문화시설;공립도서관;화성시립태안도서관;2018.08.02;위탁;4,506;4,423;21;136,949;11,982;11,982;239;239;11,743;40;1,089;6;-1,083
314;경기화성시;체육시설;야구장;화성드림파크;2017.06.  ;위탁;3,535;242,689;4;55,710;447,000;447;1,120;4,153;26,603;40;1,014;72;-942
315;경기화성시;체육시설;기타체육시설;남부국민체육센터;2017.11.  ;위탁;3,799;18,021;5;61,970;17,600;17,600;440;880;16,720;40;1,071;239;-833
316;경기화성시;체육시설;기타체육시설;동탄어울림 체육센터;2018.01.  ;위탁;11,734;11,128;5;49,966;49,800;49,800;1,245;1,245;48,555;40;1,453;1,053;-400
317;경기화성시;체육시설;기타체육시설;동탄중앙어울림센터;2018.01.  ;위탁;11,734;11,128;0;49,966;49,800;7,321;183;183;7,138;40;1,453;944;-510
318;경기화성시;체육시설;기타체육시설;화성국민체육센터;2010.12.09;위탁;1,968;12,249;17;117,500;30,756;30,756;769;4,153;26,603;40;2,859;1,496;-1,363
319;경기화성시;체육시설;기타체육시설;화성종합경기타운;2011.06.10;위탁;55,520;278,719;18;180,089;236,989;236,989;5,924;33,120;203,869;40;3,743;301;-3,442
320;경기화성시;복지시설;종합사회복지관;나래울화성시복합복지타운;2010.08.05;위탁;18,686;13,233;52;626,570;49,210;49,210;937;7,730;41,480;40;3,406;1,164;-2,242
321;경기화성시;복지시설;종합사회복지관;동탄어울림 사회복지관;2018.01.26;위탁;3,894;11,128;0;36,000;8,888;8,888;222;222;8,666;40;1,115;157;-958
322;경기화성시;복지시설;종합사회복지관;화성시근로자종합복지관;2014.12.17;위탁;3,938;10,174;22;55,478;39,642;39,642;408;1,225;15,085;40;2,143;544;-1,598
323;경기화성시;복지시설;종합사회복지관;화성시남부노인복지관;2009.02.16;위탁;6,201;23,341;25;241,646;14,900;14,900;354;3,894;11,006;40;2,204;250;-1,954
324;경기화성시;복지시설;종합사회복지관;화성시남부종합사회복지관;2009.10.27;위탁;4,929;3,037;26;136,747;15,218;15,218;280;2,610;12,608;40;1,656;173;-1,484
325;경기화성시;복지시설;종합사회복지관;화성시아르딤복지관;2017.09.29;위탁;14,307;8,074;40;97,248;26,300;26,300;0;0;25,676;0;497;202;-295
326;경기화성시;기타시설;기타시설;다원이음터;2018.09.07;위탁;11,864;3,300;10;3,635;21,039;21,039;0;0;21,039;0;494;0;-494
327;경기화성시;기타시설;기타시설;동탄복합문화센터;2010.12.10;위탁;28,674;40,397;78;599,776;42,246;42,246;1,056;8,449;33,797;40;4,450;1,956;-2,494
328;경기화성시;기타시설;기타시설;동탄중앙이음터;2016.08.10;위탁;10,392;2,701;11;123,109;20,688;20,688;517;1,242;19,446;40;2,288;59;-2,229
329;경기화성시;기타시설;기타시설;모두누림센터;2016.11.15;위탁;20,332;22,500;55;392,620;52,028;52,028;1,301;2,601;49,427;40;5,136;1,337;-3,800
330;경기화성시;기타시설;기타시설;우리꽃식물원;2010.05.05;직영;3,919;110,692;0;135,723;29,900;29,900;0;6,732;23,168;40;974;130;-844
331;경기화성시;기타시설;기타시설;유앤아이센터;2009.01.30;위탁;28,067;19,375;87;698,270;62,123;62,123;1,553;15,531;46,592;40;8,225;2,876;-5,349
332;경기평택시;문화시설;공립도서관;배다리도서관;2018.07.31;직영;4,819;13,046;21;73,019;10,582;10,582;132;132;10,450;40;1,391;0;-1,391
