순번;자치단체;시설유형;시설구분;시설명;건립일;운영방식;건물면적(㎡);토지면적(㎡);관리인력;연간이용인원;건립비용;자산가치 변동현황;자산가치 변동현황;자산가치 변동현황;자산가치 변동현황;자산가치 변동현황;비용;수익;순수익
취득가액;감가상각액;감가상각 누계액;장부가액;내용연수
330;경기화성시;복지시설;종합사회복지관;화성시나래울종합사회복지관;2010.08.05;위탁;18,686;13,233;52;626,570;49,210;49,210;937;7,730;41,480;40;3,406;1,164;-2,242
331;경기화성시;복지시설;종합사회복지관;화성시남부종합사회복지관;2009.10.27;위탁;4,929;3,037;26;136,747;15,218;15,218;280;2,610;12,608;40;1,656;173;-1,484
332;경기화성시;복지시설;종합사회복지관;화성시동탄어울림종합사회복지관;2018.01.26;위탁;3,894;11,128;0;36,000;8,888;8,888;222;222;8,666;40;1,115;157;-958
333;경기화성시;기타시설;기타시설;다원이음터;2018.09.07;위탁;11,864;3,300;10;151,818;21,040;21,040;526;526;20,514;40;1,776;35;-1,741
334;경기화성시;기타시설;기타시설;도봉나래관;2009.03.14;위탁;5,380;960;0;0;13,117;13,117;452;3,607;9,510;40;918;804;-114
335;경기화성시;기타시설;기타시설;동작나래관;2019.03.01;위탁;4,356;2,406;0;0;22,000;22,000;579;1,100;20,900;40;918;804;-114
336;경기화성시;기타시설;기타시설;동탄목동이음터;2019.10.09;위탁;10,659;2,700;10;1,586;19,081;19,081;119;119;18,962;40;414;0;-414
337;경기화성시;기타시설;기타시설;동탄복합문화센터;2008.10.08;위탁;10,863;655,649;23;645,975;42,246;42,246;2,101;10,550;31,696;40;7,171;2,385;-4,786
338;경기화성시;기타시설;기타시설;동탄중앙이음터;2016.08.10;위탁;10,392;2,701;11;140,872;20,688;20,688;517;1,759;18,929;40;1,991;52;-1,939
339;경기화성시;기타시설;기타시설;모두누림센터;2016.11.15;위탁;20,332;22,500;9;344,178;50,850;50,850;1,271;4,024;46,825;40;7,296;1,449;-5,847
340;경기화성시;기타시설;기타시설;송린이음터;2019.06.28;위탁;11,869;3,765;10;8,039;21,990;21,990;321;321;21,669;40;872;3;-869
341;경기화성시;기타시설;기타시설;우리꽃식물원;2010.05.05;직영;3,919;110,692;14;122,252;29,900;29,900;229;6,706;23,194;40;670;119;-552
342;경기화성시;기타시설;기타시설;유앤아이센터;2009.01.30;위탁;28,067;19,375;14;640,489;65,402;65,402;1,647;18,122;47,280;40;9,828;2,616;-7,212
343;경기화성시;기타시설;기타시설;화성시동탄호수공원어울림센터;2019.07.05;위탁;11,240;8,203;0;0;40,714;40,714;594;594;40,121;40;194;2;-192
344;경기화성시;기타시설;기타시설;화성시민안전교육센터;2019.04.23;직영;5,425;8,750;3;22,117;12,500;12,500;1,042;1,042;11,458;5;147;0;-147
345;경기화성시;기타시설;기타시설;화성시평생학습관;2019.02.20;직영;7,021;1,051;14;13,849;16,781;16,781;350;350;16,431;40;401;22;-379
346;경기평택시;문화시설;공립도서관;배다리도서관;2018.07.31;직영;4,819;13,046;27;171,860;11,001;11,001;221;353;10,647;40;2,106;0;-2,106
347;경기평택시;문화시설;문화예술회관;남부문화예술회관;1993.11.02;직영;6,736;11,328;8;89,307;10,826;10,826;63;1,647;9,179;40;356;250;-106
348;경기평택시;문화시설;문화예술회관;한국소리터;2011.09.01;위탁;7,275;27,183;4;76,000;23,639;23,639;473;4,198;19,441;40;597;18;-579
349;경기평택시;체육시설;체육관;서평택국민체육센터;2005.07.16;직영;1,639;9,032;19;175,140;10,587;2,456;58;832;1,624;40;1,222;452;-770
350;경기평택시;체육시설;기타체육시설;이충문화체육센터;2003.10.10;직영;9,985;55,332;15;318,920;16,405;5,227;132;2,084;3,143;40;1,869;616;-1,253
351;경기평택시;복지시설;종합사회복지관;남부복지타운;2018.02.05;위탁;10,957;24,487;56;12,000;24,166;24,166;246;588;23,578;40;539;0;-539
352;경기평택시;복지시설;종합사회복지관;북부복지타운;2012.07.29;직영;12,580;25,221;7;538,740;26,388;26,388;298;2,387;24,001;40;653;18;-635
353;경기의정부시;문화시설;공립도서관;의정부과학도서관;2007.04.30;직영;6,951;9,455;25;291,312;22,600;3,536;88;1,112;21,488;40;3,292;4;-3,288
354;경기의정부시;문화시설;공립도서관;의정부미술도서관;2019.05.03;직영;1,882;2,645;15;106,591;16,791;16,791;140;140;16,651;40;653;0;-653
355;경기의정부시;문화시설;공립도서관;의정부정보도서관;2003.07.26;직영;5,310;16,685;16;147,808;16,700;3,598;93;1,551;15,149;40;1,929;52;-1,878
356;경기의정부시;문화시설;문화예술회관;의정부예술의전당;2001.04.06;위탁;22,372;40,273;53;279,613;51,333;51,333;128;3,615;47,718;40;8,460;8,910;450
357;경기의정부시;체육시설;육상경기장;의정부종합운동장주경기장;2002.04.30;위탁;31,125;116,475;8;118,852;77,400;77,400;1,935;32,895;44,505;40;1,739;202;-1,536
358;경기의정부시;체육시설;체육관;의정부체육관;1996.12.14;위탁;9,974;37,240;4;111,901;13,764;13,764;344;7,914;5,850;40;909;164;-744
359;경기의정부시;체육시설;빙상장;의정부실내빙상장;2003.11.11;위탁;5,373;29,468;13;182,124;17,103;17,103;428;6,841;10,262;40;1,484;419;-1,066
360;경기시흥시;문화시설;청소년수련회관;시흥시청소년수련관;2007.05.07;위탁;8,990;5,510;17;434,636;18,270;18,270;457;5,481;12,789;40;1,758;878;-880
361;경기시흥시;체육시설;체육관;시흥국민체육센터;2007.05.30;위탁;6,537;8,489;22;400,027;14,700;13,652;345;4,203;9,449;40;1,927;1,232;-695
362;경기시흥시;기타시설;기타시설;시흥에코센터;2015.12.22;위탁;4,632;14,764;12;81,388;18,929;17,722;443;1,808;15,914;40;797;38;-759
363;경기파주시;문화시설;공립도서관;가람도서관(솔가람아트홀);2013.12.31;위탁;3,862;7,160;24;286,175;11,301;10,123;256;1,560;8,563;40;921;25;-896
364;경기파주시;문화시설;공립도서관;교하도서관;2008.07.02;BTL;8,547;7,000;40;529,592;11,188;11,188;280;3,216;7,971;40;1,191;2;-1,189
365;경기파주시;문화시설;공립도서관;해솔도서관;2011.09.22;직영;1,998;3,659;18;286,598;13,306;13,306;333;2,875;10,431;40;469;0;-469
366;경기파주시;체육시설;육상경기장;파주스타디움;2004.12.30;직영;16,701;158,101;3;75,552;72,590;31,697;315;4,646;27,051;40;902;35;-867
367;경기파주시;체육시설;체육관;교하청석 스포츠센터;2011.06.28;위탁;5,563;9,668;35;57,926;13,200;13,200;330;2,668;10,533;40;2,056;1,341;-715
368;경기파주시;체육시설;체육관;운정 스포츠센터;2011.08.31;위탁;9,994;29,557;32;77,729;19,700;10,893;0;0;10,893;0;1,678;1,896;218
369;경기광명시;문화시설;공립도서관;광명도서관;2004.10.28;직영;9,965;5,027;44;505,566;19,035;9,555;140;2,144;7,411;40;2,670;23;-2,647
370;경기광명시;문화시설;공립도서관;소하도서관;2016.05.16;직영;7,642;1,750;46;628,234;16,900;16,753;419;1,676;15,078;40;2,454;61;-2,392
371;경기광명시;문화시설;청소년수련회관;광명시청소년수련관;2014.06.11;위탁;6,099;1,750;25;400,154;13,469;13,229;331;1,654;11,575;40;5,729;16;-5,714
372;경기광명시;복지시설;종합사회복지관;광명시립 하안노인종합복지관;2018.12.26;위탁;1,167;122,699;17;47,152;12,642;12,642;329;357;12,285;40;1,071;59;-1,013
373;경기김포시;문화시설;문화예술회관;김포아트홀;2014.04.01;위탁;9,008;2,534;30;102,974;21,515;21,437;536;3,260;18,177;40;9,695;192;-9,503
374;경기김포시;체육시설;체육관;김포생활체육관;2014.06.20;위탁;9,998;109,659;8;156,686;16,534;16,105;403;2,237;13,867;40;1,053;309;-744
375;경기김포시;기타시설;기타시설;고촌문화복지센터;2018.03.26;직영;13,598;5,511;56;389,037;23,000;21,983;550;1,099;20,883;40;1,687;12;-1,674
376;경기군포시;문화시설;공립도서관;중앙도서관;2008.04.29;직영;12,510;10,730;54;1,355,557;19,300;19,300;171;4,712;14,588;40;5,133;37;-5,096
377;경기군포시;문화시설;문화예술회관;군포시문화예술회관;1998.04.23;위탁;24,926;16,968;48;145,442;49,782;49,782;1,257;27,231;22,551;40;6,405;5,393;-1,012
378;경기군포시;문화시설;청소년수련회관;군포시청소년수련관;2004.06.01;위탁;7,130;2,597;43;805,078;11,361;11,361;288;4,555;6,806;40;2,932;3,728;796
379;경기군포시;체육시설;체육관;군포국민체육센터;2019.03.29;위탁;7,945;80,680;32;270,851;25,393;25,393;635;741;24,652;40;2,739;1,173;-1,566
380;경기군포시;기타시설;기타시설;군포시근로자종합복지관;2007.03.27;위탁;6,334;2,357;28;22,872;14,415;14,415;292;3,773;10,642;40;2,013;2,013;1
381;경기군포시;기타시설;기타시설;군포시평생학습원;2000.11.15;위탁;6,222;1,384;0;0;11,509;11,509;220;4,191;7,317;40;2,351;1,792;-558
382;경기군포시;기타시설;기타시설;수리산상상마을;2009.09.18;위탁;11,801;20,770;0;0;54,331;54,331;229;4,083;50,249;40;3,086;2,307;-779
383;경기광주시;문화시설;청소년수련회관;광주시 청소년수련관;2014.07.04;위탁;9,715;6,482;20;220,795;20,401;16,677;417;2,293;14,384;40;2,102;234;-1,868
384;경기광주시;체육시설;체육관;광주시민체육관;2018.01.19;직영;2,267;38,793;14;56,923;19,433;17,492;437;437;17,055;40;920;102;-818
385;경기광주시;기타시설;기타시설;광주시문화스포츠센터;2011.08.26;위탁;26,925;30,291;59;151,650;61,610;52,811;1,320;10,562;42,249;40;6,817;2,414;-4,403
386;경기이천시;문화시설;문화예술회관;이천아트홀;2009.06.08;직영;11,843;67,292;21;88,404;37,054;37,054;488;4,995;32,059;40;2,841;711;-2,130
387;경기이천시;체육시설;육상경기장;이천시종합운동장;2001.04.15;직영;11,264;87,447;22;12,500;25,436;25,436;636;11,446;13,990;40;1,713;29;-1,684
388;경기양주시;문화시설;공립도서관;옥정호수도서관;2019.08.07;직영;4,938;22,510;12;58,122;12,211;12,211;102;102;12,109;40;1,188;0;-1,188
389;경기양주시;문화시설;박물관;양주시립회암사지박물관;2012.10.19;직영;3,562;9,126;16;167,332;12,727;12,727;456;2,622;10,105;40;988;39;-949
390;경기양주시;체육시설;육상경기장;백석생활체육공원;2013.04.11;위탁;621;74,115;4;62,429;23,365;23,365;7;25;23,340;40;197;73;-124
391;경기양주시;체육시설;축구장;광적생활체육공원;2011.06.13;위탁;245;104,443;1;35,986;22,592;22,592;266;14,392;8,465;40;123;36;-87
392;경기양주시;체육시설;체육관;서부권스포츠센터;2019.06.27;위탁;2,906;58,190;20;35,718;11,081;934;0;0;934;0;289;239;-51
393;경기양주시;체육시설;체육관;양주국민체육센터;2013.11.09;위탁;3,689;2,136;31;276,308;11,800;11,800;234;1,425;10,375;40;1,433;1,219;-214
394;경기양주시;체육시설;체육관;양주체육복지센터;2019.01.14;위탁;1,577;3,001;26;132,989;18,805;18,805;3;3;18,802;40;1,119;723;-396
395;경기양주시;체육시설;체육관;옥정호수스포츠센터;2019.08.07;위탁;4,201;22,510;35;31,354;10,388;10,388;87;87;10,302;40;277;250;-27
396;경기오산시;문화시설;공립도서관;오산시꿈두레도서관;2014.04.08;직영;5,223;8,342;24;318,698;13,805;12,359;309;1,802;10,557;40;1,116;0;-1,116
397;경기오산시;문화시설;공립도서관;오산시중앙도서관;2008.12.18;직영;6,459;2,970;31;309,584;13,116;12,106;188;2,937;9,169;40;1,404;7;-1,397
398;경기오산시;문화시설;문화예술회관;오산문화예술회관;2004.04.23;위탁;6,462;19,403;17;82,154;27,318;15,750;394;6,234;9,515;40;2,145;339;-1,806
399;경기오산시;체육시설;기타체육시설;오산스포츠센터;2010.05.10;위탁;27,431;31,887;41;701,531;44,400;44,400;2,168;24,030;20,370;40;4,663;2,776;-1,887
400;경기오산시;복지시설;종합사회복지관;오산남부종합사회복지관;2007.05.17;위탁;7,563;3,005;15;175,240;14,716;14,716;164;3,622;11,093;40;1,610;1,848;238
401;경기구리시;문화시설;공립도서관;구리시토평도서관;2010.04.27;직영;6,388;6,013;35;428,918;16,506;16,506;282;2,758;13,748;40;1,371;17;-1,354
402;경기구리시;문화시설;문화예술회관;구리아트홀;2012.10.10;직영;10,575;24,187;20;105,351;39,500;39,500;448;6,562;32,938;40;3,272;680;-2,591
403;경기구리시;문화시설;청소년수련회관;구리시청소년수련관;2002.12.21;위탁;7,514;2,984;38;777,935;15,031;15,031;148;3,601;11,429;60;3,642;3,891;249
404;경기구리시;체육시설;기타체육시설;구리시멀티스포츠센터;2014.02.28;위탁;8,097;10,692;46;527,987;23,118;23,118;311;2,068;21,050;40;3,154;2,354;-800
405;경기구리시;체육시설;기타체육시설;주민편익시설;2002.07.30;위탁;3,905;39,740;36;356,986;10,781;10,781;299;4,489;6,292;40;2,976;3,056;79
406;경기구리시;기타시설;기타시설;교문동 주차빌딩;2010.04.20;위탁;13,069;3,407;6;153,023;10,500;10,500;252;2,497;8,003;40;377;794;417
407;경기구리시;기타시설;기타시설;구리시 행정복지센터;2010.06.03;위탁;2,210;4,815;8;233,795;19,866;19,866;497;4,881;14,985;40;608;237;-371
408;경기안성시;문화시설;문화예술회관;안성남사당공연장;2010.09.10;직영;3,431;17,045;5;47,747;15,000;14,481;344;2,608;11,873;40;2,139;245;-1,894
409;경기안성시;문화시설;문화예술회관;안성맞춤아트홀;2017.08.24;직영;14,812;30,252;21;27,842;65,100;55,526;1,388;3,008;52,518;40;2,473;506;-1,966
410;경기안성시;체육시설;육상경기장;안성종합운동장;1997.11.19;위탁;1,710;115,277;4;6,957;11,300;11,300;283;6,239;5,061;40;157;2;-155
411;경기포천시;문화시설;공립도서관;포천시립중앙도서관;2012.03.02;직영;4,919;6,815;23;346,831;12,300;8,549;214;1,692;6,857;40;1,227;8;-1,218
412;경기포천시;문화시설;문화예술회관;포천반월아트홀;2003.10.18;위탁;3,905;19,599;13;86,251;26,000;22,300;558;8,966;13,334;40;1,343;297;-1,046
413;경기의왕시;문화시설;공립도서관;내손도서관;2011.07.22;직영;3,791;6,761;51;379,977;14,422;14,422;465;3,245;11,177;40;3,427;18;-3,409
414;경기의왕시;문화시설;청소년수련회관;의왕시청소년수련관;2006.12.01;위탁;5,019;4,375;26;289,108;13,308;12,860;273;3,168;9,692;40;3,175;3,477;303
415;경기의왕시;체육시설;체육관;부곡스포츠센터;2017.04.09;위탁;8,871;3,290;26;63,367;21,013;18,557;464;1,237;17,320;40;2,166;1,124;-1,042
416;경기의왕시;기타시설;기타시설;의왕조류생태과학관;2011.07.18;위탁;1,888;1,980;7;41,598;11,375;11,242;274;2,083;9,159;40;424;83;-341
417;경기하남시;문화시설;박물관;하남역사박물관;2014.10.30;위탁;6,726;4,103;7;53,973;16,904;16,904;388;1,746;15,158;40;1,065;257;-808
418;경기하남시;문화시설;문화예술회관;하남문화예술회관;2007.05.10;위탁;8,707;32,171;28;19,035;37,400;37,400;863;7,544;29,856;40;7,102;8,581;1,479
419;경기하남시;문화시설;청소년수련회관;하남시청소년수련관;2019.10.25;위탁;7,143;3,135;5;0;16,745;16,745;87;87;16,657;120;97;0;-97
420;경기하남시;체육시설;체육관;하남종합운동장 국민체육센터;2007.10.01;위탁;16,083;139,821;35;50,652;68,050;68,050;1,031;14,324;53,726;40;5,423;3,212;-2,210
421;경기하남시;복지시설;종합사회복지관;하남시종합사회복지관;2005.03.11;위탁;6,147;4,870;17;370,989;13,279;13,279;251;3,723;9,556;40;849;1,028;179
422;경기여주시;문화시설;공립도서관;여주도서관;2012.01.15;직영;4,245;5,000;20;212,027;10,579;10,579;529;4,099;6,480;20;1,742;6;-1,736
423;경기여주시;문화시설;박물관;여주박물관;1997.05.09;직영;3,267;14,940;11;117,745;12,550;12,550;314;2,271;10,279;40;1,202;3;-1,199
424;경기동두천시;문화시설;박물관;동두천시 경기북부어린이박물관;2016.04.19;직영;5,646;33,485;32;173,378;17,638;17,638;441;1,654;15,985;40;1,091;405;-686
425;경기동두천시;문화시설;청소년수련회관;동두천청소년수련관;2016.12.21;직영;3,651;2,314;9;9,613;12,157;12,113;256;921;11,192;40;634;23;-612
426;경기동두천시;체육시설;육상경기장;동두천종합운동장;1997.09.05;직영;6,241;22,950;5;115,756;18,531;18,531;342;6,997;11,534;40;1,014;51;-964
427;경기동두천시;체육시설;체육관;동두천국민체육센터;2019.06.05;직영;3,111;28,556;7;17,231;16,483;2,585;0;0;2,585;0;122;6;-116
428;경기과천시;문화시설;공립도서관;과천시정보과학도서관;2002.05.16;직영;10,027;24,080;36;692,159;19,670;19,670;492;8,611;11,368;40;2,714;87;-2,627
429;경기과천시;문화시설;박물관;과천시 추사박물관;2013.06.03;직영;3,020;4,299;7;21,498;24,534;24,534;298;1,691;22,843;40;1,051;45;-1,006
430;경기과천시;문화시설;문화예술회관;과천시민회관;1995.08.23;위탁;7,726;22,237;252;3,319,292;57,774;57,774;1,452;34,779;22,995;40;16,747;11,041;-5,705
431;경기과천시;문화시설;청소년수련회관;청소년수련관;2007.12.01;직영;8,318;8,331;73;535,171;17,954;17,954;396;4,415;13,539;40;4,565;1,135;-3,430
432;경기양평군;문화시설;박물관;황순원문학촌 소나기마을;2009.06.13;위탁;2,035;43,410;9;104,225;12,400;11,042;276;2,943;8,098;40;761;73;-689
433;경기양평군;체육시설;체육관;물맑은 양평종합운동장;2018.04.10;위탁;4,714;164,077;14;97,455;79,018;4,150;6;6;4,143;50;1,103;585;-518
434;경기양평군;체육시설;체육관;용문국민체육센터;2011.06.13;위탁;4,981;51,520;21;34,146;10,200;9,838;252;1,931;7,907;50;1,563;563;-1,000
435;경기양평군;기타시설;기타시설;양평 맑은숲캠프;2009.04.28;위탁;3,616;140,995;6;17,842;13,000;13,000;325;3,250;9,750;40;469;421;-48
436;경기양평군;기타시설;기타시설;오커빌리지;2010.12.03;위탁;1,304;13,375;3;7,419;11,000;11,000;275;2,200;8,800;40;243;166;-77
437;경기가평군;문화시설;문화예술회관;가평군문화예술회관;1998.07.11;위탁;1,843;5,153;3;60,900;10,978;10,805;270;5,718;5,087;40;365;39;-326
438;경기가평군;체육시설;체육관;한석봉체육관;2016.04.17;위탁;3,036;7,980;0;177,621;18,019;17,829;446;1,671;16,158;40;1,415;545;-870
439;경기연천군;문화시설;문화예술회관;연천수레울아트홀;2011.03.18;위탁;5,225;104,897;14;61,995;15,046;15,046;502;2,926;12,120;30;1,300;159;-1,141
440;경기연천군;복지시설;종합사회복지관;연천군 종합복지관;2017.07.20;위탁;6,740;5,325;3;21,957;15,631;15,631;195;195;15,436;40;146;2;-144
441;강원본청;문화시설;박물관;강원도디엠제트박물관;2008.11.30;직영;10,759;151,242;22;302,050;44,521;44,521;1,113;12,243;32,278;40;2,083;56;-2,026
442;강원춘천시;문화시설;공립도서관;춘천시립도서관;2017.06.22;직영;7,701;19,040;36;564,731;19,972;19,830;496;1,033;18,798;40;2,386;0;-2,386
443;강원춘천시;문화시설;문화예술회관;춘천문화예술회관;1993.04.10;위탁;9,782;34,405;7;76,088;15,996;15,996;400;9,998;5,999;40;764;241;-524
444;강원춘천시;체육시설;육상경기장;종합경기장;2009.07.31;위탁;6,164;75,595;8;67,581;41,000;41,000;1,025;10,250;30,750;40;1,010;51;-960
445;강원춘천시;체육시설;야구장;송암스포츠타운 야구장;2005.02.04;위탁;9,994;22,717;3;10,192;17,104;17,104;428;5,986;11,118;40;672;36;-636
446;강원춘천시;체육시설;테니스장;송암테니스장;2009.10.22;위탁;10,817;58,865;5;46,850;20,000;20,000;500;5,000;15,000;40;620;544;-75
447;강원춘천시;체육시설;체육관;호반체육관;1999.01.27;위탁;9,143;18,657;4;81,096;16,373;16,373;409;8,187;8,187;40;485;98;-387
448;강원춘천시;체육시설;수영장;국민체육센터;2002.10.21;위탁;6,328;31,649;24;428,575;10,200;10,200;255;4,335;5,865;40;2,378;826;-1,551
449;강원원주시;문화시설;공립도서관;원주시립중앙도서관;2015.12.11;직영;9,890;17,438;34;534,100;32,343;32,343;809;4,044;28,299;40;1,752;40;-1,712
450;강원원주시;문화시설;문화예술회관;원주백운아트홀;2007.12.20;직영;6,413;109,574;5;102,750;13,000;13,000;325;3,900;9,100;40;302;55;-247
451;강원원주시;문화시설;문화예술회관;치악예술관;1994.05.04;직영;7,807;15,630;8;107,136;16,514;16,514;413;10,321;6,193;40;1,055;113;-942
452;강원원주시;체육시설;체육관;원주국민체육센터;2006.07.22;직영;9,994;19,354;21;269,304;38,880;38,880;972;12,636;26,244;40;1,421;965;-457
453;강원원주시;체육시설;체육관;원주드림체육관;2015.01.05;직영;5,034;6,066;16;147,650;12,109;12,109;303;1,514;10,596;40;1,148;317;-831
454;강원원주시;체육시설;체육관;종합체육관;2013.06.10;직영;23,034;270,559;18;180,000;50,000;50,000;1,250;7,500;42,500;40;1,187;202;-985
455;강원원주시;기타시설;기타시설;원주한지테마파크;2010.09.03;위탁;3,795;26,279;11;53,378;14,157;14,157;354;3,185;10,972;40;585;283;-301
456;강원강릉시;체육시설;축구장;강남축구공원;2010.05.14;직영;1,958;92,045;4;128,145;24,817;19,142;443;4,453;14,689;40;159;43;-116
457;강원강릉시;체육시설;체육관;강릉실내종합체육관;1998.12.15;위탁;17,213;5,798;0;56,227;24,433;24,425;260;8,835;15,590;40;887;67;-821
458;강원강릉시;기타시설;기타시설;강릉녹색도시체험센터(이젠);2014.03.28;직영;7,865;60,243;17;94,079;35,000;34,208;814;4,591;29,617;40;1,252;475;-777
459;강원동해시;체육시설;육상경기장;동해웰빙레포츠타운 종합경기장;1993.06.30;위탁;20,736;378,045;17;571,987;25,356;25,356;578;9,395;15,962;40;897;489;-408
460;강원태백시;문화시설;박물관;태백고생대자연사박물관;2010.06.22;직영;6,207;12,727;12;43,610;20,000;19,081;477;4,571;14,509;40;842;52;-790
461;강원태백시;문화시설;박물관;태백석탄박물관;1997.06.04;직영;1,785;23,811;9;98,357;15,230;14,535;363;8,206;6,329;40;384;118;-267
462;강원태백시;문화시설;문화예술회관;태백문화예술회관;2003.06.30;직영;6,833;27,689;11;60,275;24,747;17,195;430;6,204;10,990;40;925;88;-838
463;강원태백시;문화시설;청소년수련회관;한국청소년안전체험관;2012.10.31;직영;25,964;950,376;80;106,087;179,000;93,850;2,346;14,078;79,773;40;3,003;695;-2,308
464;강원태백시;체육시설;체육관;고원체육관;2004.05.25;직영;10,956;67,647;1;23,750;23,750;23,750;594;9,302;14,448;40;374;6;-368
465;강원속초시;문화시설;박물관;속초시립박물관;2005.11.04;직영;5,922;60,426;30;141,036;16,167;16,167;647;6,063;10,104;40;2,104;573;-1,531
466;강원속초시;체육시설;육상경기장;속초종합경기장;1994.06.15;위탁;6,400;53,230;1;21,597;11,533;11,533;824;7,496;4,037;40;151;13;-137
467;강원삼척시;기타시설;기타시설;도계유리나라;2018.03.29;직영;5,043;23,019;13;46,379;28,076;27,986;671;1,180;26,895;40;1,875;241;-1,634
468;강원삼척시;기타시설;기타시설;삼척해상케이블카;2017.09.20;직영;4,309;15,047;13;370,539;28,100;27,222;2,514;5,157;22,943;40;2,961;2,888;-72
469;강원삼척시;기타시설;기타시설;삼척해양레일바이크;2010.07.20;직영;1,540;114,775;32;364,138;34,700;31,861;2,755;25,830;8,870;40;3,790;2,869;-921
470;강원홍천군;체육시설;육상경기장;홍천종합운동장;2004.10.26;위탁;10,213;107,175;11;10,160;20,166;20,166;1,344;7,562;12,604;40;143;3;-140
471;강원홍천군;체육시설;체육관;홍천군국민체육센터;2012.02.01;위탁;2,851;11,150;21;339,616;10,844;10,844;329;1,898;8,946;40;1,119;516;-603
472;강원홍천군;체육시설;체육관;홍천종합체육관;2005.04.26;위탁;3,735;9,126;11;32,869;10,007;10,007;385;3,502;6,505;40;189;5;-184
473;강원횡성군;문화시설;문화예술회관;횡성문화예술회관;2013.12.18;직영;4,237;66,982;7;40,425;13,092;5,618;29;140;5,478;40;289;6;-283
474;강원횡성군;체육시설;육상경기장;횡성종합운동장;1999.12.22;직영;5,120;62,467;12;15,400;11,100;10,562;214;4,304;6,258;40;293;5;-287
475;강원횡성군;체육시설;야구장;베이스볼테마파크;2016.04.30;직영;105,553;159,312;8;41,080;27,120;21,604;1,063;3,985;17,619;20;294;11;-283
476;강원평창군;문화시설;문화예술회관;평창문화예술회관;1999.09.20;직영;4,168;28,145;3;17,500;11,500;11,379;288;5,722;5,657;40;465;2;-463
477;강원평창군;체육시설;체육관;평창국민체육센터;2011.05.16;직영;7,480;40,389;2;27,745;23,000;20,822;521;3,893;16,929;40;559;3;-555
478;강원정선군;문화시설;박물관;삼탄아트마인;2013.08.20;위탁;11,400;46,030;12;32,948;13,336;13,336;338;2,017;11,319;40;169;0;-169
479;강원정선군;문화시설;문화예술회관;아리랑센터;2016.05.19;위탁;7,168;10,620;22;48,444;33,307;33,307;815;903;32,404;40;1,039;93;-946
480;강원정선군;체육시설;육상경기장;정선종합경기장;2011.12.28;위탁;15,209;62,280;8;96,942;80,890;80,890;2,022;16,118;64,772;40;681;45;-636
481;강원철원군;문화시설;청소년수련회관;철원종합문화복지센터;2006.06.08;직영;7,194;29,949;14;113,073;16,054;14,800;375;4,895;9,905;40;830;104;-726
482;강원철원군;체육시설;체육관;종합운동장;2012.03.01;위탁;2,860;176,640;5;53,230;10,476;10,476;136;992;9,484;40;525;1;-524
483;강원철원군;체육시설;체육관;철원국민체육센터;2018.01.31;직영;2,706;4,194;10;0;461;461;0;0;461;0;20;0;-20
484;강원철원군;체육시설;체육관;철원실내체육관;2007.08.28;위탁;5,478;17,366;5;42,970;12,500;12,500;274;3,125;9,375;40;209;2;-206
485;강원화천군;체육시설;체육관;화천체육관;2013.08.19;직영;5,626;12,871;2;36,500;12,316;12,316;308;1,668;10,648;40;135;5;-130
486;강원화천군;기타시설;기타시설;화천생태영상센터;2011.05.20;직영;4,131;25,380;11;10,000;19,650;14,801;371;3,172;11,629;40;328;0;-328
487;강원인제군;체육시설;기타체육시설;원통생활체육공원;2009.07.04;직영;456;95,303;3;14,227;11,109;11,109;274;754;10,355;40;99;7;-92
488;강원인제군;기타시설;기타시설;인제하늘내린센터;2009.08.06;위탁;6,795;22,905;25;220,308;36,757;36,757;809;7,343;29,414;40;3,171;578;-2,594
489;강원양양군;체육시설;육상경기장;양양군종합운동장;2016.06.27;직영;3,405;90,193;2;12,000;26,300;26,300;658;2,356;23,944;40;363;0;-362
490;강원양양군;체육시설;싸이클경기장;양양싸이클경기장;2012.05.30;직영;4,015;104,991;2;10,112;28,965;28,965;724;5,551;23,415;40;496;5;-492
491;충북본청;기타시설;기타시설;충북미래관;2009.08.24;위탁;12,587;2,692;21;118,111;40,311;40,311;527;4,878;35,433;40;2,422;1,177;-1,245
492;충북청주시;문화시설;공립도서관;청주금빛도서관;2019.04.06;직영;4,502;12,528;15;17,844;12,582;12,582;232;232;12,350;40;166;48;-118
493;충북청주시;문화시설;공립도서관;청주상당도서관;2009.12.28;직영;2,681;3,807;12;239,947;11,126;11,126;177;1,702;9,424;40;739;3;-737
494;충북청주시;문화시설;공립도서관;청주시립도서관;2013.01.25;직영;5,370;11,041;59;457,654;13,150;13,150;74;940;12,210;40;6,077;2;-6,075
495;충북청주시;문화시설;박물관;청주고인쇄박물관;1992.03.17;직영;5,287;40,990;34;186,265;15,697;15,697;78;2,007;13,689;40;2,840;3;-2,837
496;충북청주시;문화시설;문화예술회관;청주예술의전당;1995.04.10;직영;19,740;32,406;65;403,280;35,458;35,458;941;20,839;27,465;40;3,437;419;-3,018
497;충북청주시;체육시설;축구장;용정축구공원;2009.03.31;위탁;235;52,417;1;148,292;11,661;11,661;311;2,962;8,699;40;246;186;-60
498;충북청주시;체육시설;축구장;흥덕축구공원;2015.08.10;위탁;765;41,124;1;49,523;12,822;12,822;497;2,196;10,626;40;165;62;-103
