순번;자치단체;시설유형;시설구분;시설명;건립일;운영방식;건물면적(㎡);토지면적(㎡);관리인력;연간이용인원;건립비용;자산가치 변동현황;자산가치 변동현황;자산가치 변동현황;자산가치 변동현황;자산가치 변동현황;비용;수익;순수익
취득가액;감가상각액;감가상각 누계액;장부가액;내용연수
164;인천중구;문화시설;박물관;영종역사관;2017.01.24;직영;2,936;84,368;9;40,967;10,117;10,117;253;400;9,716;40;494;23;-471
165;인천중구;문화시설;문화예술회관;중구문화회관;2012.05.10;직영;6,879;10,206;8;18,000;21,200;21,200;663;4,240;16,960;40;728;47;-680
166;인천중구;체육시설;체육관;인천광역시 중구국민체육센터;2012.05.10;위탁;5,759;35,830;27;111,920;16,613;16,613;519;3,323;13,290;40;1,825;971;-854
167;인천미추홀구;문화시설;청소년수련회관;미추홀구청소년수련관;1956.09.01;위탁;3,808;9,457;15;100,000;13,100;13,097;22;47;13,050;40;708;22;-686
168;인천미추홀구;체육시설;수영장;미추홀구 국민체육센터;2018.08.01;위탁;3,281;4,952;0;0;10,336;9,874;247;350;9,524;40;6,901;786;-6,115
169;인천연수구;문화시설;문화예술회관;청학복합문화센터;2018.04.25;위탁;1,340;3,444;5;30,000;7,360;7,360;227;227;8,859;40;123;42;-81
170;인천남동구;문화시설;문화예술회관;남동소래아트홀;2010.12.31;위탁;9,995;9,429;18;69,052;31,281;23,625;136;2,258;21,367;40;1,529;177;-1,352
171;인천부평구;문화시설;문화예술회관;부평아트센터;2009.12.17;위탁;17,236;13,386;25;159,078;45,424;45,424;1,224;8,793;36,631;40;3,727;400;-3,327
172;인천부평구;문화시설;청소년수련회관;부평구청소년수련관;2010.12.10;위탁;4,987;2,991;23;117,638;13,155;11,772;245;2,208;9,563;40;1,174;170;-1,004
173;인천서구;문화시설;문화예술회관;인천서구문화회관;1995.02.11;위탁;13,872;14,304;22;83,547;14,351;14,351;130;3,209;11,142;40;898;94;-804
174;인천서구;문화시설;청소년수련회관;인천서구청소년수련관;2005.12.20;위탁;5,506;9,921;39;776,671;13,716;13,716;267;3,708;10,008;40;3,160;1,198;-1,961
175;인천서구;기타시설;기타시설;검단복지회관;2000.10.20;위탁;7,577;14,760;34;1,457,721;38,549;38,549;876;16,869;21,680;40;2,989;1,718;-1,271
176;광주본청;문화시설;문화예술회관;광주문화예술회관;1991.10.21;직영;47,087;88,422;64;210,545;44,776;44,776;739;19,908;24,868;40;28,611;1,049;-27,562
177;광주본청;문화시설;문화예술회관;빛고을시민문화관;2010.02.02;위탁;20,258;9,346;20;114,905;54,311;54,311;1,241;12,099;42,212;40;2,633;2,710;77
178;광주본청;체육시설;축구장;월드컵경기장;2001.09.30;위탁;69,459;470,278;23;196,925;259,535;259,535;5,607;76,394;183,141;40;2,109;2,395;286
179;광주본청;체육시설;야구장;광주기아챔피언스필드;2014.02.28;BTL;57,646;52,639;20;692,163;127,453;127,453;2,449;12,094;155,359;40;3,613;6,217;2,604
180;광주본청;체육시설;테니스장;진월국제테니스장;2015.02.28;위탁;21,782;53,776;7;234,622;55,620;55,620;1,249;5,225;50,394;40;536;545;9
181;광주본청;체육시설;체육관;광주여대시립유니버시아드체육관;2015.04.30;위탁;27,885;55,000;5;82,600;74,353;74,353;1,860;9,490;64,863;40;1,098;1,314;216
182;광주본청;체육시설;수영장;남부대국제수영장;2015.03.31;위탁;19,398;50,000;23;0;63,977;63,977;1,599;7,330;56,647;40;1,493;1,511;18
183;광주본청;체육시설;양궁장;광주국제양궁장;2015.06.25;위탁;2,216;45,396;5;68,478;22,891;22,891;253;913;21,584;40;394;411;16
184;광주동구;문화시설;문화예술회관;광주동구문화센터;2009.06.29;위탁;4,513;2,887;25;254,616;10,550;8,313;64;664;7,649;40;1,062;1,067;5
185;광주남구;문화시설;문화예술회관;종합문화예술회관;2003.08.28;위탁;10,321;3,723;0;0;14,266;14,266;360;5,374;8,892;40;2,549;1,672;-877
186;광주남구;체육시설;체육관;남구 다목적체육관;2016.02.15;위탁;6,161;13,062;0;808,000;18,413;17,667;365;1,096;16,571;40;1,868;1,899;31
187;광주북구;체육시설;수영장;우산수영장;2012.09.27;위탁;5,857;10,508;29;74,022;14,910;14,910;373;2,524;12,386;40;1,935;2,059;124
188;대전본청;문화시설;박물관;대전시립박물관;2012.04.26;직영;7,106;11,347;29;47,945;21,217;21,217;439;6,949;14,268;40;2,133;13;-2,120
189;대전본청;문화시설;문화예술회관;대전예술가의집;2015.01.27;위탁;9,133;6,344;10;77,990;22,700;22,361;559;2,795;19,565;40;1,290;153;-1,137
190;대전본청;문화시설;문화예술회관;대전예술의전당;2003.10.01;직영;41,965;63,000;88;215,755;99,276;98,235;1,512;31,790;66,445;80;12,290;2,362;-9,928
191;대전본청;문화시설;청소년수련회관;대전청소년위캔(We Can)센터;2014.12.15;위탁;17,168;5,014;41;250,148;48,200;44,663;833;3,420;41,243;40;2,358;2,358;0
192;대전본청;문화시설;청소년수련회관;대전평송청소년문화센터;1997.04.20;위탁;11,217;45,415;41;842,944;29,974;29,974;1,122;10,626;19,348;40;2,880;2,880;0
193;대전본청;체육시설;육상경기장;한밭종합운동장;1964.01.01;위탁;62,755;124,809;52;933,177;39,105;7,237;136;7,237;0;40;6,987;1,641;-5,345
194;대전본청;체육시설;축구장;덕암축구센터;2014.12.19;위탁;4,134;78,555;6;17,967;21,700;6,231;156;961;5,270;40;4,586;39;-4,546
195;대전본청;체육시설;축구장;월드컵경기장;2001.09.27;위탁;101,786;172,378;20;177,060;143,900;5,622;141;2,577;3,045;40;4,962;1,810;-3,153
196;대전본청;체육시설;수영장;용운국제수영장;2009.08.31;위탁;17,542;67,576;31;583,898;31,263;29,647;741;7,721;21,927;40;688;2,337;1,649
197;대전본청;기타시설;기타시설;대전시립연정국악원;2015.01.12;직영;10,873;6,389;37;45,682;45,000;43,331;1,083;5,322;38,008;40;9,320;254;-9,065
198;대전동구;체육시설;체육관;동구 국민체육센터;2014.04.01;위탁;4,984;4,260;13;56,320;14,395;14,395;266;1,478;12,918;40;19;54;35
199;대전서구;체육시설;체육관;남선공원종합체육관;2002.07.01;위탁;12,123;13,672;34;177,217;21,522;21,522;552;9,662;12,422;40;32;82;50
200;대전서구;체육시설;체육관;도솔다목적체육관;2002.10.07;위탁;6,147;20,295;9;28,078;12,448;12,448;1;6;25;40;133;0;-133
201;울산본청;문화시설;공립도서관;울산도서관;2018.01.24;직영;15,176;32;55;1,047,424;62,576;62,576;2,805;5,609;56,966;40;5,040;192;-4,847
202;울산본청;문화시설;박물관;울산박물관;2011.02.01;BTL;14,409;33,058;29;186,213;51,252;51,252;1,281;11,532;39,720;40;2,863;22;-2,841
203;울산본청;문화시설;문화예술회관;울산문화예술회관;1995.07.10;직영;27,078;34,486;254;403,801;43,661;43,661;1,159;27,821;15,840;40;18,637;1,289;-17,348
204;울산본청;체육시설;축구장;문수축구경기장;2001.06.30;위탁;82,780;92,500;10;132,660;151,400;119,747;3,053;82,606;37,141;40;3,182;3,964;782
205;울산본청;체육시설;야구장;문수야구장;2014.03.21;위탁;15,545;62,987;3;38,813;45,000;45,000;667;3,890;41,110;40;813;209;-604
206;울산본청;체육시설;체육관;동천체육관;2000.10.25;위탁;22,755;79,287;7;407,718;48,468;48,468;181;3,477;44,991;40;1,630;883;-747
207;울산본청;체육시설;체육관;울산광역시제2장애인체육관;2015.01.26;위탁;4,499;6,078;29;275,841;20,291;20,291;376;2,006;20,291;40;1,467;0;-1,466
208;울산본청;체육시설;수영장;문수실내수영장;2005.08.27;위탁;13,120;20,030;17;998,312;24,583;24,583;614;8,819;15,764;40;3,812;2,735;-1,077
209;울산본청;체육시설;기타체육시설;울산종합운동장;2005.09.02;위탁;32,889;113,602;21;200,774;75,789;75,789;1,846;26,463;49,326;40;3,003;3,337;334
210;울산본청;기타시설;기타시설;울산안전체험관;2019.07.19;직영;7,610;17,013;28;120,000;32,750;25,716;643;964;24,751;40;3,131;47;-3,084
211;울산중구;문화시설;문화예술회관;울산광역시중구문화의전당;2014.11.07;직영;7,741;3,617;13;98,150;27,528;27,528;556;2,827;24,700;40;1,304;410;-894
212;울산남구;체육시설;양궁장;울산문수국제양궁장;2004.08.31;위탁;2,047;103,117;4;93,861;18,919;10,621;237;3,394;7,227;40;331;198;-133
213;울산동구;체육시설;기타체육시설;전하체육센터;2015.09.14;위탁;2,847;22,097;0;0;16,600;14,872;372;1,580;13,292;40;1,190;675;-516
214;울산북구;체육시설;체육관;쇠부리체육센터;2017.08.06;위탁;5,314;9,527;19;22,918;16,351;12,340;309;737;11,603;40;1,865;982;-883
215;울산북구;체육시설;체육관;오토밸리복지센터;2009.07.14;직영;11,678;8,778;19;24,269;20,810;17,069;427;4,481;12,588;40;1,957;1,230;-727
216;울산울주군;문화시설;공립도서관;울주선바위도서관;2014.05.23;직영;7,816;4,546;31;995,371;22,290;22,290;450;2,516;19,774;40;930;16;-914
217;울산울주군;문화시설;문화예술회관;울주문화예술회관;2009.11.20;위탁;2,854;6,486;15;50,037;12,800;12,800;324;3,306;9,494;40;1,912;778;-1,134
218;울산울주군;문화시설;청소년수련회관;울주 서부청소년수련관;2009.10.08;위탁;9,509;5,523;21;292,000;12,388;12,388;312;3,217;9,171;40;914;44;-870
219;울산울주군;문화시설;청소년수련회관;중부청소년수련관;2020.05.25;위탁;2,921;2,842;9;0;10,283;10,283;150;150;10,133;40;199;9;-190
220;울산울주군;문화시설;과학관;태화강생태관;2015.11.30;직영;3,959;11,945;16;89,573;15,400;15,400;492;2,348;13,052;40;889;72;-817
221;울산울주군;체육시설;기타체육시설;간절곶 스포츠파크;2007.04.14;위탁;668;83,544;2;36,124;21,260;21,260;51;659;20,601;30;365;60;-305
222;울산울주군;체육시설;기타체육시설;서생체육공원;2004.12.01;위탁;0;48,221;1;9,603;10,500;10,500;520;6,183;4,317;25;220;9;-211
223;울산울주군;체육시설;기타체육시설;울주군국민체육센터;2016.11.11;위탁;18,703;5,073;16;210,542;14,096;14,096;348;1,749;12,347;40;2,898;1,140;-1,758
224;울산울주군;기타시설;기타시설;영남알프스 복합웰컴센터;2015.07.30;직영;3,591;103,604;34;151,367;26,818;26,818;367;1,959;24,859;40;1,633;874;-759
225;울산울주군;기타시설;기타시설;온산문화체육센터;2014.07.30;위탁;6,523;15,332;17;149,602;22,540;22,540;566;3,543;18,997;40;2,014;870;-1,144
226;울산울주군;기타시설;기타시설;온양문화복지센터;2008.12.15;위탁;1,462;4,867;7;107,912;12,129;12,129;335;3,400;8,729;40;961;368;-594
227;세종본청;복지시설;종합사회복지관;종촌종합사회복지관;2015.09.11;위탁;3,696;10,125;31;361,422;178,189;17,790;445;2,060;15,730;40;1,264;741;-523
228;세종본청;기타시설;기타시설;도담동복합커뮤니티센터;2014.02.10;직영;5,041;11,158;71;37,207;34,315;34,315;129;5,147;29,168;40;391;66;-325
229;세종본청;기타시설;기타시설;아름동 행정복지센터;2014.04.07;직영;4,675;11,820;60;148,000;79,897;65,684;1,640;9,430;56,254;40;629;11;-618
230;세종본청;기타시설;기타시설;어진동복합커뮤니티센터;2013.08.28;직영;13,461;14,965;12;10,000;42,557;42,557;1,065;6,252;36,305;7;532;54;-478
231;경기본청;문화시설;박물관;경기도어린이박물관;2011.09.26;위탁;10,847;151,120;43;605,597;30,500;30,166;762;6,858;23,642;40;1,988;925;-1,063
232;경기본청;문화시설;박물관;전곡선사박물관;2011.04.25;위탁;5,395;56,319;25;200,784;48,200;33,565;1,205;10,845;37,355;40;1,685;173;-1,511
233;경기본청;문화시설;미술관;경기도미술관;2006.10.25;위탁;8,277;10,000;40;194,080;28,500;18,091;713;9,975;18,525;40;3,428;3,693;266
234;경기본청;문화시설;미술관;백남준아트센터;2008.03.10;위탁;5,605;30,983;39;247,394;36,000;15,939;801;4,753;32,049;40;2,085;167;-1,917
235;경기본청;체육시설;야구장;경기도 팀업캠퍼스;2018.06.10;위탁;4,651;206,557;10;193,650;21,220;21,220;1,592;1,592;1,963;40;0;250;250
236;경기수원시;문화시설;공립도서관;광교홍재도서관;2014.12.17;직영;9,824;3,057;24;583,888;22,362;20,840;1,042;5,297;15,543;40;1,448;30;-1,418
237;경기수원시;문화시설;공립도서관;호매실도서관;2014.12.16;직영;4,930;8,637;21;579,725;11,551;11,551;535;2,675;8,876;40;735;10;-726
238;경기수원시;문화시설;박물관;수원광교박물관;2014.03.07;직영;4,086;8,492;21;123,853;18,325;18,325;458;2,482;15,843;40;885;34;-851
239;경기수원시;문화시설;박물관;수원박물관;2008.10.01;직영;7,118;39,885;34;115,242;25,732;25,732;887;7,320;18,411;40;2,408;255;-2,153
240;경기수원시;문화시설;박물관;수원화성박물관;2009.04.27;직영;5,635;8,461;21;348,250;62,771;24,940;624;6,910;18,030;40;1,656;88;-1,568
241;경기수원시;문화시설;미술관;수원시립아이파크미술관;2015.06.25;직영;9,661;6,404;43;102,843;30,625;30,625;766;3,126;27,499;40;2,887;131;-2,756
242;경기수원시;문화시설;문화예술회관;장안종합구민회관;2006.03.08;위탁;14,806;31,405;47;1,427,416;27,666;27,666;692;8,991;18,675;40;4,426;2,846;-1,580
243;경기수원시;체육시설;육상경기장;수원종합운동장;1971.10.31;위탁;33,742;186,789;43;1,528,342;87,246;87,246;1,688;32,363;54,883;40;4,596;1,779;-2,816
244;경기수원시;체육시설;체육관;서수원칠보체육관;2016.02.19;위탁;18,364;61,910;16;240,659;36,752;36,752;919;2,680;34,072;40;1,620;562;-1,058
245;경기수원시;복지시설;종합사회복지관;영통종합사회복지관;2004.05.08;위탁;15,042;7,193;56;982,526;24,822;24,822;1,079;10,549;14,273;40;5,118;5,901;784
246;경기수원시;기타시설;기타시설;수원시녹색교통회관;2018.12.14;위탁;4,908;2,700;20;10,137;15,741;15,442;386;418;15,023;40;1,152;585;-567
247;경기성남시;문화시설;공립도서관;복정도서관;2019.10.06;직영;8,579;3,313;28;0;19,468;19,468;487;487;18,981;40;621;0;-621
248;경기성남시;문화시설;공립도서관;서현도서관;2019.01.01;직영;12,599;4,222;27;759,059;24,819;24,819;620;620;24,199;40;1,214;151;-1,063
249;경기성남시;문화시설;공립도서관;성남시 구미도서관;2008.02.12;직영;6,284;5,282;45;881,535;15,983;15,983;226;6,779;8,978;40;1,920;111;-1,808
250;경기성남시;문화시설;공립도서관;성남시 분당도서관;1999.10.27;직영;8,525;4,052;63;1,220,764;11,100;11,100;278;5,828;5,273;40;1,705;149;-1,557
251;경기성남시;문화시설;공립도서관;성남시 중원어린이도서관;2010.07.15;직영;10,560;3,602;32;208,744;21,722;21,722;500;4,801;16,921;40;1,109;94;-1,015
252;경기성남시;문화시설;공립도서관;성남시 판교도서관;2010.03.23;직영;10,271;946,887;55;949,073;45,304;45,304;1,133;11,326;33,708;40;2,164;275;-1,889
253;경기성남시;문화시설;공립도서관;평생학습원;2001.11.13;직영;23,778;58,586;92;1,395,370;39,057;39,057;976;18,552;20,505;40;5,338;1,826;-3,512
254;경기성남시;문화시설;박물관;판교박물관;2013.04.02;직영;1,449;4,892;7;53,881;10,241;6,200;155;1,175;5,025;40;865;0;-865
255;경기성남시;문화시설;문화예술회관;성남아트센터;2005.09.20;위탁;47,949;133,858;149;384,824;152,385;152,385;3,810;35,535;114,820;40;29,173;30,457;1,283
256;경기성남시;문화시설;청소년수련회관;분당정자청소년수련관;2004.04.12;위탁;7,329;2,992;22;364,934;15,589;15,589;390;6,236;9,353;40;1,735;1,878;143
257;경기성남시;문화시설;청소년수련회관;분당판교청소년수련관;2010.03.23;위탁;6,617;10,552;26;438,256;38,821;38,821;971;9,705;29,116;40;2,603;2,738;135
258;경기성남시;문화시설;청소년수련회관;수정청소년수련관;1994.08.02;위탁;7,746;12,740;25;508,506;13,500;13,500;338;8,775;4,725;40;2,905;3,105;200
259;경기성남시;문화시설;청소년수련회관;중원청소년수련관;2007.12.06;위탁;14,324;14,996;25;591,980;31,100;31,100;778;10,108;20,993;40;3,516;3,634;118
260;경기성남시;체육시설;육상경기장;성남종합운동장;1986.09.01;위탁;7,023;101,864;99;1,644,099;18,980;18,980;475;15,777;3,203;40;9,519;4,134;-5,385
261;경기성남시;체육시설;육상경기장;탄천종합운동장;2001.12.10;위탁;37,163;106,359;65;3,773,478;11,045;11,045;276;4,970;6,075;40;10,571;7,185;-3,386
262;경기성남시;체육시설;체육관;산성실내배드민턴장;2014.09.14;위탁;6,160;9,057;6;86,400;10,880;10,880;272;1,428;9,452;40;583;207;-375
263;경기성남시;체육시설;체육관;탄천스포츠센터;2010.03.31;위탁;9,990;106,359;17;471,143;13,206;13,206;330;11,308;1,898;40;2,765;1,149;-1,616
264;경기성남시;복지시설;종합사회복지관;도촌종합사회복지관;2014.09.11;위탁;5,525;1,351;17;218,407;16,144;11,504;288;1,534;9,970;40;2,079;2,158;79
265;경기성남시;복지시설;종합사회복지관;판교종합사회복지관;2015.11.30;위탁;7,090;2,071;17;255,153;23,801;16,701;418;1,740;14,961;40;2,429;2,607;178
266;경기성남시;기타시설;기타시설;성남 고령친화종합체험관;2012.07.01;위탁;11,118;5,062;16;110,840;25,114;25,114;628;5,023;20,091;40;2,508;140;-2,368
267;경기고양시;문화시설;박물관;고양어린이박물관;2016.03.24;위탁;8,492;8,232;16;257,026;24,329;24,329;608;2,332;21,998;40;6,185;6,373;187
268;경기고양시;문화시설;문화예술회관;고양아람누리;2007.02.13;위탁;56,351;54,239;19;220,892;135,138;125,048;3,126;40,380;94,758;40;10,566;12,272;1,707
269;경기고양시;문화시설;문화예술회관;고양어울림누리(별따기배움터);2004.07.31;위탁;8,912;6,276;41;54,109;22,470;19,112;478;7,406;15,064;40;2,233;2,594;361
270;경기고양시;문화시설;문화예술회관;고양어울림누리(어울림극장);2004.07.31;위탁;8,421;12,897;19;150,570;87,773;74,659;1,866;28,930;58,843;40;6,802;7,901;1,099
271;경기고양시;체육시설;육상경기장;고양시종합운동장;2003.09.26;위탁;60,460;251,377;26;437,828;113,126;113,126;2,829;45,460;67,666;40;2,636;504;-2,133
272;경기고양시;체육시설;체육관;고양체육관;2011.06.25;위탁;39,371;53,973;40;848,773;99,128;98,467;2,462;21,118;78,010;40;5,947;4,371;-1,576
273;경기고양시;체육시설;수영장;고양어울림누리(꽃우물수영장);2005.08.31;위탁;7,346;12,394;21;1,233,586;32,723;32,723;823;12,555;20,168;40;9,718;4,349;-5,369
274;경기고양시;체육시설;빙상장;고양어울림누리(얼음마루);2005.08.31;위탁;6,367;12,650;14;128,291;34,951;31,263;874;12,233;22,718;40;3,761;592;-3,169
275;경기고양시;복지시설;종합사회복지관;고양시덕양행신종합사회복지관;2016.10.19;위탁;15,318;5,488;46;546,000;33,806;30,569;845;2,704;31,101;40;2,623;2,623;0
276;경기고양시;복지시설;종합사회복지관;덕양노인종합복지관;2008.06.12;위탁;10,527;7,574;32;1,136,800;17,310;16,880;541;5,193;12,117;40;2,799;0;-2,799
277;경기고양시;기타시설;기타시설;고양시재활스포츠센터;2010.11.01;위탁;5,853;9,594;30;285,767;12,859;12,510;313;2,918;9,941;40;2,798;2,938;140
278;경기용인시;문화시설;공립도서관;기흥도서관;2010.12.31;직영;6,607;13,200;27;619,319;16,488;16,488;412;3,744;12,744;40;1,350;54;-1,297
279;경기용인시;문화시설;공립도서관;동백도서관;2009.06.08;직영;5,560;41,236;20;641,428;13,000;13,000;433;3,250;9,750;40;1,163;13;-1,150
280;경기용인시;문화시설;공립도서관;죽전도서관;2008.12.29;직영;4,965;6,490;25;550,912;14,016;14,016;229;2,794;11,222;40;1,721;11;-1,710
281;경기용인시;문화시설;박물관;용인시박물관;2009.08.11;직영;2,970;3,298;16;32,837;12,007;12,007;300;3,027;8,980;40;536;0;-536
282;경기용인시;문화시설;문화예술회관;용인시평생학습관;2004.07.15;직영;4,438;13,647;31;65,000;38,108;26,604;337;4,884;21,720;80;2,425;170;-2,255
283;경기용인시;문화시설;청소년수련회관;용인시청소년수련관;2005.08.05;위탁;8,362;10,800;34;780,975;18,511;18,511;463;6,479;12,032;40;4,463;3,790;-673
284;경기용인시;체육시설;육상경기장;용인시민체육공원;2018.01.31;위탁;73,175;226,067;11;65,492;321,800;124,388;0;0;124,388;0;1,648;208;-1,440
285;경기용인시;체육시설;축구장;용인시축구센터;2004.10.22;위탁;9,782;156,819;38;32,000;31,100;20,628;448;7,352;13,276;40;4,803;5,089;286
286;경기용인시;체육시설;체육관;용인시민체육센터;2009.11.29;위탁;6,664;15,565;17;522,622;29,436;22,444;561;5,611;16,833;40;3,073;1,568;-1,505
287;경기용인시;체육시설;조정카누장;조정경기장;2011.09.30;위탁;3,443;28,655;2;13,000;31,000;16,414;9;19;16,394;40;100;7;-93
288;경기부천시;문화시설;박물관;한국만화박물관;2009.08.07;위탁;8,341;26,541;40;270,163;22,003;21,589;540;5,622;15,967;40;997;639;-358
289;경기부천시;문화시설;청소년수련회관;부천시소사청소년수련관;2017.06.29;위탁;5,395;2,889;18;136,532;12,671;12,671;443;1,145;12,227;40;1,225;116;-1,109
290;경기부천시;체육시설;육상경기장;부천종합운동장;2001.01.31;위탁;58,236;583,905;30;704,207;116,032;116,032;593;10,013;106,019;40;4,618;2,118;-2,500
291;경기부천시;체육시설;체육관;부천체육관;1997.09.28;위탁;15,497;81,631;20;326,400;19,792;19,792;22;304;19,488;40;2,328;1,084;-1,244
292;경기부천시;체육시설;수영장;소사국민체육센터;2002.05.01;위탁;6,548;8,212;30;878,802;10,380;10,380;75;1,255;9,125;40;4,581;2,784;-1,797
293;경기부천시;체육시설;기타체육시설;오정레포츠센터;2011.04.04;위탁;9,792;17,926;25;693,098;42,000;42,000;619;4,847;37,153;40;3,199;2,835;-365
294;경기부천시;기타시설;기타시설;복사골여성청소년문화센터;1999.05.11;위탁;31,097;9,118;38;463,090;54,938;54,938;388;8,084;46,854;40;4,632;2,407;-2,225
295;경기부천시;기타시설;기타시설;상동어울마당;2019.06.30;위탁;1,042;1,739;11;109,801;13,043;13,043;223;223;12,820;40;1,190;1,254;65
296;경기부천시;기타시설;기타시설;송내어울마당;2015.12.21;위탁;14,693;4,302;11;657,078;30,817;30,817;655;2,675;28,143;40;641;453;-188
297;경기안산시;문화시설;문화예술회관;안산문화예술의전당;2004.06.17;위탁;44,864;78,484;54;1,178,212;97,460;72,991;1,813;28,393;44,598;40;14,957;14,609;-348
298;경기안산시;체육시설;육상경기장;와~스타디움;2006.11.30;위탁;53,691;221,951;9;91,020;107,981;98,388;2,460;29,926;68,462;40;1,645;1,122;-523
299;경기안산시;체육시설;체육관;상록수체육관;2013.06.11;위탁;9,833;123,747;9;88,680;27,500;27,198;680;3,796;23,401;40;1,098;664;-434
300;경기안양시;문화시설;공립도서관;석수도서관;2013.12.19;직영;10,652;13,713;48;888,797;17,696;17,696;365;5,837;11,860;40;2,307;125;-2,182
301;경기안양시;문화시설;박물관;김중업건축박물관;2014.03.28;위탁;4,596;16,243;9;124,928;35,308;35,308;55;242;35,066;40;1,490;1,835;345
302;경기안양시;문화시설;문화예술회관;안양아트센터;1989.12.05;위탁;15,609;11,909;56;122,292;44,330;44,330;1,057;16,356;27,974;40;14,814;13,294;-1,520
303;경기안양시;문화시설;청소년수련회관;만안청소년수련관;2008.11.19;위탁;13,636;11,366;31;562,169;30,168;30,168;1,009;8,043;22,125;40;3,983;3,966;-17
304;경기안양시;체육시설;체육관;안양체육관;2000.10.31;위탁;20,423;15,300;2;201,568;37,178;37,178;963;17,925;19,253;40;376;599;223
305;경기안양시;체육시설;체육관;호계체육관;2008.08.06;위탁;12,391;4,448;25;312,409;30,578;30,578;780;8,743;21,835;40;2,239;1,398;-841
306;경기안양시;체육시설;빙상장;빙상장;2000.10.31;위탁;25,029;8,060;7;158,872;43,662;43,662;1,131;21,012;22,650;40;782;950;168
307;경기안양시;복지시설;종합사회복지관;만안종합사회복지관;2016.10.19;위탁;4,433;1,677;21;279,266;16,046;16,046;401;1,203;14,843;40;741;0;-741
308;경기남양주시;문화시설;공립도서관;남양주시 진접푸른숲도서관;2014.03.27;직영;5,352;6,638;26;246,828;10,308;10,308;258;1,503;8,805;40;1,183;11;-1,173
309;경기남양주시;문화시설;공립도서관;별빛도서관;2016.06.02;직영;6,638;153,824;27;457,502;12,176;12,176;327;1,147;11,030;40;1,210;13;-1,197
310;경기남양주시;문화시설;박물관;남양주 유기농 테마파크;2011.09.26;위탁;5,709;43,314;23;128,411;47,625;47,625;613;5,089;42,536;40;1,521;627;-894
311;경기남양주시;문화시설;문화예술회관;다산아트홀;2018.06.21;직영;2,438;517;8;32,590;10,437;10,437;261;413;10,024;40;798;71;-727
312;경기남양주시;문화시설;청소년수련회관;남양주시청소년수련관;2009.12.04;위탁;9,397;9,361;45;206,541;23,300;23,300;496;8,467;14,833;40;3,453;1,427;-2,026
313;경기남양주시;기타시설;기타시설;남양주체육문화센터;2003.02.22;위탁;4,442;41,755;30;827,033;16,566;16,566;113;1,894;14,672;40;6,666;3,419;-3,247
314;경기남양주시;기타시설;기타시설;별내커뮤니티센터;2018.05.16;위탁;2,779;35,075;19;125,683;16,300;16,300;0;0;16,300;0;3,508;2,077;-1,431
315;경기남양주시;기타시설;기타시설;어린이비전센터;2015.05.07;위탁;6,949;8,182;25;193,880;16,160;16,160;404;1,616;14,544;40;2,140;649;-1,491
316;경기남양주시;기타시설;기타시설;오남체육문화센터;2014.02.27;위탁;1,567;9,355;21;370,165;20,370;20,370;342;1,712;18,658;40;3,051;1,944;-1,107
317;경기남양주시;기타시설;기타시설;와부체육문화센터;2010.08.16;위탁;1,443;2,506;20;272,296;10,110;10,110;242;2,275;7,835;40;391;1,619;1,228
318;경기남양주시;기타시설;기타시설;진접체육문화센터;2011.06.25;위탁;1,560;8,421;21;320,204;11,100;11,100;268;2,303;8,797;40;2,976;1,657;-1,319
319;경기남양주시;기타시설;기타시설;호평체육문화센터;2009.09.18;위탁;2,751;10,908;21;587,735;14,170;14,170;352;3,636;10,534;40;5,162;2,826;-2,336
320;경기남양주시;기타시설;기타시설;화도체육문화센터;2015.08.31;위탁;6,596;14,633;25;534,952;33,000;33,000;736;3,252;29,748;40;3,849;2,785;-1,064
321;경기화성시;문화시설;공립도서관;동탄복합문화센터 도서관;2010.12.10;위탁;6,464;40,397;25;1,433,599;12,754;12,754;411;3,165;9,589;40;2,193;4;-2,189
322;경기화성시;문화시설;공립도서관;화성시립남양도서관;2017.09.30;직영;4,499;95,361;0;0;10,396;10,396;281;780;9,616;40;1,041;1;-1,041
323;경기화성시;문화시설;공립도서관;화성시립태안도서관;2018.08.02;위탁;4,506;4,423;23;207,770;11,982;11,982;307;546;11,436;40;1,278;3;-1,275
324;경기화성시;체육시설;야구장;화성드림파크;2017.06.  ;위탁;3,535;242,689;3;79,368;447,000;447,000;1,120;3,360;443,640;40;1,331;102;-1,229
325;경기화성시;체육시설;기타체육시설;남부국민체육센터;2017.11.  ;위탁;3,799;18,021;12;139,010;17,600;17,600;440;1,320;16,280;40;1,711;541;-1,170
326;경기화성시;체육시설;기타체육시설;동탄중앙어울림센터;2018.01.  ;위탁;11,734;11,128;19;262,914;49,800;49,800;1,245;2,490;47,310;40;2,004;1,471;-533
327;경기화성시;체육시설;기타체육시설;화성국민체육센터;2010.12.09;위탁;1,968;12,249;20;437,681;30,756;30,756;769;4,922;25,834;40;2,911;1,512;-1,399
328;경기화성시;체육시설;기타체육시설;화성종합경기타운;2011.06.10;위탁;55,520;278,719;17;184,046;236,989;236,989;5,924;39,044;197,945;40;3,656;340;-3,316
329;경기화성시;복지시설;종합사회복지관;화성시근로자종합복지관;2014.11.30;위탁;10,245;3,014;0;0;39,642;8,094;405;2,057;6,037;20;2,584;655;-1,929
